Product_name,Review,Rating,Cleaned_Review,Polarity,Subjectivity,Review_Length,Sentiment
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",All good but battery backup not good enough,3,battery backup enough,0.0,0.5,43,Neutral
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","I'll update this review again after a month usage...As of now, it's a good laptop, but battery is not upto the mark...",5,ill update review month usageas battery upto mark,-0.5,1.0,118,Negative
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",I love it ....❣️,5,love,0.5,0.6,16,Positive
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Good,4,,0.0,0.0,4,Neutral
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best Laptop 💻 👌 in the segment. Classy performance 👏 because of ssd memory.Battery 🔋 is good enough.Design is so sleeky.Recommend you to buy.,4,best segment classy performance ssd memorybattery enoughdesign sleekyrecommend buy,0.55,0.6,141,Positive
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Awesome quality and very likely,5,awesome quality likely,0.5,1.0,31,Positive
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Incredible laptop Performance very good 👍,5,incredible performance,0.9,0.9,41,Positive
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",good looking and performance also good,4,looking performance also,0.0,0.0,38,Neutral
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",I love it 💗💗 not because of prize but it's really fast working..and good product...must try it once.,5,love prize really fast workingand productmust try,0.35,0.6,100,Positive
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","First of all thanks to Flipkart for a faster delivery, it was under 2days. You guys are awesome. The laptop is so much slik looking and classy. It is so much premium looking. The display is great and the performance is even faster. I am a student, doing my bachelor's, so for student work it is more faster than required. I just loved the laptop. But for gaming I don't know, because I can't play games that much. Boot time is less than 6 second.",5,first thanks faster delivery days guys awesome much slik looking classy much premium looking display performance even faster student bachelors student work faster required loved gaming dont know cant play games much boot time less second,0.26833333333333337,0.39000000000000007,446,Positive
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Good Laptop under 40k got it at 39k. Good for students,professionals not built for heavy task but normal excel power point run smoothly. Sound quality is average but audible. Overall good laptop.",4,k got k studentsprofessionals built heavy task normal excel power point run smoothly sound quality average audible overall,0.039999999999999994,0.38999999999999996,195,Neutral
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Awesome specifications and reasonable price.. Slim and well designed.. Built quality is awesome,5,awesome specifications reasonable price slim well designed built quality awesome,0.7333333333333334,0.8666666666666667,95,Positive
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Delivery was done after 8 days after purchasing quite long time taken.but overall product is great,compitable,slim & handy.. performance is outstanding in this range.everything works fine",5,delivery done days purchasing quite long time takenbut overall greatcompitableslim handy performance outstanding rangeeverything works fine,0.29333333333333333,0.5349999999999999,187,Positive
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Nice product in this price range .. Go for it,5,price range go,0.0,0.0,45,Neutral
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Performance of this laptop is very niceDisplay quality is awesome,5,performance nicedisplay quality awesome,1.0,1.0,65,Positive
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Very nice laptop.,5,,0.0,0.0,17,Neutral
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Every thing is just fine but the tn display is so annoying as always,5,every thing fine tn display annoying always,-0.19166666666666668,0.7,68,Negative
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Nice product in this price point I recommend you....you can go for it,5,price point recommend youyou go,0.0,0.0,69,Neutral
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","This laptop has major scree issueviewing angle is very badI'm not going to enjoy multimedia in this pc.This os irritating.If you tilt your screen then you will see only black and white colours.Everyone told me about hp is a brand that provides better service , build Quality, coustomer satisfaction, Display and also battery.I will never think about that hp laptop comes with wrost screen experience.**For those Costomer who will read my review:-One thing that i have noticed about Hp....",4,major scree issueviewing angle badim going enjoy multimedia pcthis os irritatingif tilt screen see black white colourseveryone told hp brand provides better service build quality coustomer satisfaction display also batteryi never think hp comes wrost screen experiencefor costomer read reviewone thing noticed hp,0.15916666666666668,0.38666666666666666,488,Positive
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","It is a very good laptop, Starting speed is very fast, it starts in 2 to 3 seconds only. Everything is nice with this laptop must buy. Intel UHD graphics support is very good in this.",5,starting speed fast starts seconds everything must buy intel uhd graphics support,0.1,0.35,183,Positive
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Nice product light weight. everything is okay.,4,light weight everything okay,0.45,0.6,46,Positive
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Everything is Good Must Buy,5,everything must buy,0.0,0.0,27,Neutral
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Nice Product,4,,0.0,0.0,12,Neutral
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",nice product everything is okay but battery power worst.otherwise no backlight.am not satisfied .i disappointed 😞 for Flipkart.,3,everything okay battery power worstotherwise backlightam satisfied disappointed,0.08333333333333333,0.75,127,Positive
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","Display so bad quality and wifi connectivity ia also poor, camera vry poor. Not UP to the mark.",1,display bad quality wifi connectivity ia also poor camera vry poor mark,-0.5,0.6222222222222222,95,Negative
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Very Good pc in this price with HP Brand,5,pc price hp brand,0.0,0.0,40,Neutral
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Excellent 🤩🤩🤩,5,excellent,1.0,1.0,13,Positive
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Awesome Laptop 🤩,5,awesome,1.0,1.0,16,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇,5,awesome multipurpose computer smoothly use worked performance superb like,0.7999999999999999,0.8333333333333334,104,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","First impressions are awesome ! Will update the review after some usage !Edit : Review update after a week.Well laptop is blazingly fast ! i3 11th processor rocks. SSD also makes it quick. Webcam is not that bad. I have seen worse. And I don't know why people are complaining about its display. I didn't find any problems with it so far. On the contrast, I actually liked the display. It is HD and is quite clear. Now about battery backup -So if you are using it without wifi. Then it will ...",5,first impressions awesome update review usage edit review update weekwell blazingly fast th processor rocks ssd also makes quick webcam bad seen worse dont know people complaining display didnt find problems far contrast actually liked display hd quite clear battery backup using without wifi,0.16481481481481483,0.6537037037037037,493,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best laptop in this segment...I like this product....but just camera is avarage quality...not so impressive.. overall I think it is a very good product in this price.,5,best segmenti like productbut camera avarage qualitynot impressive overall think price,0.6666666666666666,0.43333333333333335,166,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Value for money at this price range.1) fast fingerprint.2) camera very low quality.3) prosesor super fast.,5,value money price range fast fingerprint camera low quality prosesor super fast,0.18333333333333335,0.5416666666666666,106,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Nice looking,3,looking,0.0,0.0,12,Neutral
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Best Laptop in this price from AsusVery fast processor Performance is goodBest for students, official work and Entertainment purposes.But camera quality is not good.Overall Nice Laptop.Thankyou Asus and Flipkart.",4,best price asusvery fast processor performance goodbest students official work entertainment purposesbut camera quality goodoverall laptopthankyou asus,0.6,0.44999999999999996,212,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Firstly the price of this laptop is quite impressive and the functions.SSDIn this range with this generation the processor is quite fast and in comparison with hdd SSD always gets an upper thumb as it makes your pc/notebook fast.BatteryIt is not as par with HP as they have 3 cell and in Asus they are 2 cell so here in the case of battery it lacks behindCamera: Really not good at all it seems like VGA camera,5,firstly price quite impressive functionsssdin range generation processor quite fast comparison hdd ssd always gets upper thumb makes pcnotebook fastbatteryit par hp cell asus cell case battery lacks behindcamera really seems like vga camera,0.32999999999999996,0.42666666666666664,410,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Read this if you're going to buy any laptopMy advice is please not to look brand in buying laptops .The laptops with same specs of brands hp,full,aver,lenovo,asus etc are same To get to for minimum cost try asusDont feel asus is not as good as hp or dellFor this laptopPros- ●high speed boot up(faster than mac pro)● intel i3 good performance if your use is home,student,and coding●extra slot for ram.if you add 8 gb ram(you can get for just 2500 in flipkart and can add it yourself)You ...",4,read youre going buy laptopmy advice please look brand buying laptops laptops specs brands hpfullaverlenovoasus etc get minimum cost try asusdont feel asus hp dellfor laptoppros high speed boot upfaster mac pro intel performance use homestudentand codingextra slot ramif add gb ramyou get add yourselfyou,0.16,0.54,490,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best laptop under 35k just go for it I have got in 33k on sale Pro : i3 11th gen under 35 k  * Display quality is good but view angle is not so good but it's okay for me * Speaker sound is better* It's booting Time is fastKeyboard quality is goodDesign is awesomeAnd the best part is that it comes with extra slot fully confirmed by me and  asus care  you can expand upto 12gb ram there is  4gb onboard ram and extra slot you can put 8 gb there and you can upgrade hdd upto 1tb Built quali...,4,best k go got k sale pro th gen k display quality view angle okay speaker sound better booting time fastkeyboard quality gooddesign awesomeand best part comes extra slot fully confirmed asus care expand upto gb ram gb onboard ram extra slot put gb upgrade hdd upto tb built quali,0.475,0.4,492,Positive
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Im statisfied .. valueble money,5,im statisfied valueble money,0.0,0.0,31,Neutral
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Satisfied with laptop. Performance is good. Problems came like Flickering screen and search options not worked when upgraded to windows 11 so I reverted back to 10. So better don't upgrade to windows 11 now wait for some more days.,4,satisfied performance problems came like flickering screen search options worked upgraded windows reverted back better dont upgrade windows wait days,0.3333333333333333,0.5,231,Positive
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Thanks flipkart for the wonderful deal. Fully satisfied as of now right from timely delivery and performance.,5,thanks wonderful deal fully satisfied right timely delivery performance,0.49642857142857144,0.6839285714285714,109,Positive
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","Performance: Today is first day so as per performance level no issue. I am using 10-15 tab in google chrome daily basis. Battery: As per company claim 10 hours. This is only for light users. If you use movie & music then may be. Design: decent design. Display: As per price range best display. Value for money: Yes this is value for money. Today this price 39,990 but it was 37,990 while ordered this one. But i got offer in Rs. 32,490 in sale time. I will submit after some days with proper ...",5,performance today first day per performance level issue using tab google chrome daily basis battery per company claim hours light users use movie music may design decent design display per price range best display value money yes value money today price ordered one got offer rs sale time submit days proper,0.30277777777777776,0.3499999999999999,495,Positive
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Everything is better than other laptops of this range of price but there is only one thing is missing which the Numericals Pad. Overall performance is good. Good for using software like AutoCAD.,4,everything better laptops range price one thing missing numericals pad overall performance using software like autocad,0.09999999999999999,0.18333333333333335,194,Positive
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Best part is design and build quality. Battery backup is superb only one problem is display is not good very bad viewing angles.,5,best part design build quality battery backup superb one problem display bad viewing angles,0.4333333333333334,0.6555555555555556,128,Positive
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Awesome.,4,awesome,1.0,1.0,8,Positive
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",I wrote this review after the use of  45 days. I never saw a lack in this laptop and the sound quality is also good. Not heating I thought this price range recommend. Thanks for reading my review.,5,wrote review use days never saw lack sound quality also heating thought price range recommend thanks reading review,0.30000000000000004,0.30000000000000004,196,Positive
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",nyc laptop,4,nyc,0.0,0.0,10,Neutral
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","Bought it for Trading Purpose.Except for the screen and sound quality, everything working fine, Updated to Window 11, no issues yet. Handles all the task easily. 11th gen processor 🔥",3,bought trading purposeexcept screen sound quality everything working fine updated window issues yet handles task easily th gen processor,0.4166666666666667,0.5777777777777778,182,Positive
"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Overall good 👍,4,overall,0.0,0.0,14,Neutral
"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Good product,5,,0.0,0.0,12,Neutral
"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",This price range it’s super…..,5,price range super,0.3333333333333333,0.6666666666666666,30,Positive
"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Very bad experience,1,bad experience,-0.6999999999999998,0.6666666666666666,19,Negative
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Laptop is amazing and sleek. Good for day-to-day use.SSD really helps in boosting the performance however do buy a laptop stand as it may heat up otherwise.Boots-up in around 30 secs. Windows 11 licensed is pre-installed. Works smoothly for not so heavy users.,5,amazing sleek daytoday usessd really helps boosting performance however buy stand may heat otherwisebootsup around secs windows licensed preinstalled works smoothly heavy users,0.20000000000000004,0.5333333333333333,260,Positive
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nyce product,4,nyce,0.0,0.0,12,Neutral
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Excellent,5,excellent,1.0,1.0,9,Positive
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nice one,4,one,0.0,0.0,8,Neutral
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Good  performing laptopBut less port option Doesn't have rj45 and type c portAnd display isn't bright enough,3,performing laptopbut less port option doesnt rj type c portand display isnt bright enough,0.1777777777777778,0.45555555555555555,108,Positive
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Awesome.I edited my review after 10 days of using.Performance DisplayBatterySsdHdd....... everything is mind blowing...,5,awesomei edited review days usingperformance displaybatteryssdhdd everything mind blowing,0.0,0.0,119,Neutral
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nice product,5,,0.0,0.0,12,Neutral
